**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

-2.54655869659432647E-03 
-1.81449451330311013E-03 
1.42997567969465212E-03 
2.60445402938889797E-03 
5.99770267677719236E-05 
7.12148059104597450E-05 
-2.62630500790259763E-04 
-1.62887122947643536E-04 
1.73972220928089293E-04 
2.22931253701069400E-04 
4.18980441655006204E-05 
3.50877099402557727E-04 
2.62563828667269352E-04 
-6.07033697482644219E-04 
-4.19594621560790475E-05 
2.20818369006350879E-04 
-8.47448984986822081E-05 
3.81030485051182206E-05 
-8.55848649258644903E-05 
1.45461301150482503E-04 
-7.78811385819886667E-05 
-2.47554132512497864E-04 
-8.63596872291406509E-05 
9.36814728126302476E-05 
-1.88483029271199049E-04 
-1.72045955624651741E-04 
-1.17856953567895975E-05 
5.28356908342560776E-05 
9.84374454157318785E-05 
-7.17090659209741515E-06 
1.19916375250545164E-04 
-9.65595070283935763E-05 
5.15789785642479232E-05 
-7.43444756502858870E-05 
1.26538615620209690E-04 
-2.17008518559301544E-05 
2.53360757519769799E-05 
1.11240214458113918E-04 
-1.54620997496470277E-04 
-1.85479815195949648E-04 
7.94013553213878802E-05 
-3.41623854925505218E-05 
4.83019271918242241E-05 
-5.57771976202281293E-05 
-4.20465419385299377E-05 
5.79111755149642787E-05 
-4.68766512596697243E-05 
-1.13303020670213001E-05 
-1.25138547544452621E-06 
2.17498104223206126E-05 
1.10925582410636146E-06 
-2.23870537490339586E-05 
2.99329609048924602E-05 
2.28219327355266299E-05 
1.34128211581233191E-06 
-1.80021207342963785E-05 
3.08894646507203405E-05 
2.10589519021427730E-05 
5.53463608719638914E-05 
-9.47410905931628845E-06 
-2.40225462791675023E-06 
-1.55098446743816851E-05 
-2.69945692777297393E-04 
1.91976266101360343E-03 
-2.38926208096365588E-04 
3.95149031854286835E-05 
-1.24479759243084153E-05 
3.16830944610717040E-05 
-1.31209520702512226E-05 
1.72740637993070689E-05 
9.79875389742672677E-06 
1.53208124908952275E-05 
-4.15232662745352194E-06 
-1.55359377921254960E-05 
2.24700015845572086E-06 
-1.04990722518834895E-05 
3.47636460672208933E-05 
1.11355552644485472E-05 
-2.77106306946190727E-05 
1.25473244298601185E-05 
6.08787304389506091E-06 
9.08925257177060724E-07 
-1.43797355282818856E-05 
4.96400960734292303E-06 
-3.92895675339595669E-06 
-5.61396281662014221E-06 
-8.37996947379185630E-06 
-1.24358052330545936E-06 
-5.62965227872705620E-06 
7.10395142206014892E-06 
-7.46223920533785277E-06 
3.22975926370928984E-06 
6.45357406293756263E-06 
-6.42149160809443517E-06 
1.20437891673575724E-05 
-7.45703446487226077E-07 
5.34331948226202063E-06 
3.83697205438075943E-06 
-2.87224412066274331E-06 
-3.06587134445998841E-06 
1.90029553424430478E-06 
1.13969984192963928E-07 
8.79835806291173952E-06 
-2.02302548222882791E-06 
-3.79987289818135820E-06 
-3.84799886919176177E-06 
-5.38026222375222163E-07 
1.21483241124251923E-06 
4.41184944976109464E-07 
-1.57315687165560876E-06 
-4.79313200608331857E-06 
-3.03304642156169185E-06 
2.48790334397403388E-07 
-4.14436580536245686E-07 
-8.34494848273666988E-07 
-8.13774809148765364E-08 
4.82187452531974940E-07 
2.99256387233497037E-07 
-1.16283688080957679E-07 
-2.78669962966236755E-07 
-1.55948293904475869E-05 
-4.05377466401640648E-05 
1.57817018193019340E-04 
6.60608989984879719E-05 
4.02431688647716457E-04 
3.58004044774822884E-04 
3.51878759829880134E-04 
1.51972635929695080E-04 
1.35553000025120658E-03 
1.47933621673225382E-03 
-2.85430092024797520E-03 
1.58373207780310079E-03 
3.74389593112244468E-04 
-5.36353090968798838E-04 
5.55190625914016127E-03 
-2.57029617593692227E-03 
8.63005821975194182E-03 
2.72540040933225364E-03 
6.26986398928114450E-03 
1.25779313326115786E-03 
1.51056799102250762E-02 
1.54030961748745782E-02 
-1.10418556159425215E-03 
8.61499424414708011E-03 
-2.29733901668397502E-04 
1.88116857271610730E-03 
1.73525897025861688E-03 
-1.42105875924309092E-03 
-4.92706816916990611E-03 
6.46282340931622883E-03 
2.28694326095468846E-03 
-6.68689318915373192E-03 
6.75733521146868084E-03 
6.47671724759006444E-04 
-1.75511892873694082E-03 
-1.55006919595068976E-03 
1.25770358861879497E-03 
2.56984931411463353E-03 
1.71851145861680419E-04 
3.23802665116924024E-03 
8.50846320180269605E-04 
2.27575426113451077E-03 
-1.52940291841331493E-04 
-3.46114273605743923E-04 
-5.69905656234062099E-04 
-2.04624096704403665E-04 
-3.26360430636551523E-04 
-1.44860101051205061E-05 
-4.81013958493502094E-04 
2.57291348343332627E-04 
-2.31973872988434671E-04 
-1.20304340871449630E-04 
2.87101218392191350E-05 
3.91857178462028588E-04 
1.12826017402301598E-04 
2.14191294494935162E-05 
1.87235644700373279E-04 
-4.21193559705047152E-05 
1.32522729240754441E-04 
1.25792143714167524E-04 
1.27379948517251695E-04 
2.28986790044968292E-06 
2.84171578714025378E-04 
9.56785549503140495E-06 
1.10039931016744393E-04 
5.90527265965139499E-05 
1.28744861552571119E-04 
2.83756095543920166E-05 
-9.81821747549779813E-06 
9.12258023002046468E-05 
7.42508133532902793E-05 
2.23551222475173159E-04 
2.24817449991804770E-05 
1.11863254381872510E-04 
-1.61740595050223078E-04 
1.68849795858565704E-04 
1.62734547463023067E-04 
2.18144456432800847E-04 
-3.12968340456577741E-05 
9.30225325081343401E-05 
2.12647211019292588E-06 
1.77105180651062786E-04 
5.51509773723986025E-05 
1.94297845155807501E-05 
3.36890156898351348E-05 
1.31934743853463174E-04 
-2.26000882809470655E-06 
2.06118010177821396E-05 
4.64817820743938638E-05 
-1.28354381797766899E-05 
1.72474416675397936E-05 
2.58971845620846666E-05 
1.87780836958818211E-05 
1.84293642328892304E-05 
-5.57720959277727179E-05 
1.00810996285546980E-05 
3.72298224356389168E-06 
4.09971807360396977E-06 
4.96752571867922195E-06 
-1.17872385142672162E-05 
-5.11110491851040630E-06 
3.43912334562046446E-07 
-2.38926208096365588E-04 
2.44004046269489464E-03 
-2.22094324562000639E-04 
-6.96042775228314093E-05 
2.11664079468026579E-05 
4.10351542398524534E-06 
-5.76495288604469396E-06 
-4.67251943247276204E-06 
1.69984883580221350E-05 
-6.40077941482486086E-06 
2.80866464529619585E-06 
-3.36407079519874077E-05 
1.50644648930161596E-05 
-1.62828115271064002E-05 
1.56356422862045264E-05 
-1.69251785766629875E-06 
-3.11226240223844404E-06 
-1.72486046046531959E-05 
1.30943000565169869E-05 
4.41684049193141207E-06 
1.56109064444044010E-06 
3.88704078570058576E-08 
3.45639843631997108E-05 
1.09728536697479546E-05 
1.40620623514280929E-05 
4.86367273443284072E-06 
-9.81527713449164008E-06 
-1.78844781347518655E-06 
5.56416895919753208E-06 
3.85760527251875610E-07 
5.72264866172315637E-06 
-5.16569525544575679E-06 
2.63035195340011754E-06 
6.65486431078939483E-06 
-6.42408931281659759E-06 
9.68628844371257114E-06 
4.71995657548449214E-08 
-5.73724955990048135E-06 
2.34617315176479853E-06 
3.41991832145073750E-06 
-2.72400106442774161E-06 
-1.05872555269662411E-06 
-6.64593482851671879E-06 
-3.36795250487620641E-07 
-9.06839559289817634E-06 
5.41955712511408768E-07 
2.17425276884424479E-06 
-1.30252664113629020E-08 
3.28927114196187349E-06 
-4.54883250386547183E-07 
-1.58619264292109083E-07 
3.19126855102781836E-07 
1.09168504826879893E-07 
-6.68685069117242112E-08 
-2.57851385565266131E-08 
1.29969028397921639E-07 
-1.16341724227926112E-07 
8.26827819634393624E-06 
7.30915964793662609E-05 
-3.66050335597887513E-04 
3.43724811139710593E-05 
1.84922247623043641E-04 
-1.39147339298483787E-04 
-1.68472168545038056E-04 
3.08544099904176138E-04 
2.89155804142987994E-06 
-7.33693406335944164E-04 
1.88376374242857966E-03 
1.47463084332359585E-03 
-2.33451902810867529E-03 
9.54901200681490384E-04 
-5.56822462519519865E-04 
2.37754940261461641E-04 
1.91620634985497111E-04 
-8.46828046136919796E-04 
-4.39798187555740395E-04 
6.31810516438151542E-03 
1.64221561022135894E-03 
-1.15405142131310605E-03 
1.83240534081591036E-02 
-1.45596896130226194E-02 
3.53224153629249455E-03 
-3.70617706789356247E-03 
1.03206763422080284E-03 
-2.58060110624252223E-03 
3.19222571647814540E-03 
4.31625358860436223E-03 
3.42417161488487928E-03 
-1.63182874846073923E-03 
-1.33440360541731248E-03 
-1.15181629123959793E-03 
1.90223250819383680E-04 
1.80792239179356287E-03 
-1.30747744973835857E-03 
-1.85968946166172305E-03 
7.74004481937519634E-04 
-3.08008140092709158E-03 
-3.26004423699277342E-04 
-8.56395440297902768E-05 
-1.20479800739914443E-03 
-1.17190574098260405E-03 
4.08735297370946087E-04 
8.09359046695162576E-05 
1.40014519060704294E-03 
-1.77501080010896150E-04 
-2.64595245088171285E-04 
-3.02848167749315670E-04 
3.17967414349508372E-04 
2.47079982433519340E-04 
2.98728972341240784E-04 
-5.53752249251985743E-05 
8.18382733490351640E-05 
1.95507264857892275E-04 
-1.69033210813596959E-04 
1.71012469361748668E-04 
8.20993106870836187E-05 
1.90542907140602306E-04 
1.65065201380477661E-04 
1.17012772539138845E-04 
-3.90465144963642919E-04 
1.07936758781264456E-04 
-9.17775855310809903E-05 
-4.96725870933290332E-06 
-1.95104225940279921E-04 
6.66037099391885991E-05 
8.38443936467311434E-05 
-2.58429437620280110E-05 
1.27134123945515953E-04 
4.21238325961549603E-05 
1.41159176938565184E-05 
4.47606340829255887E-05 
-1.27678453631234647E-05 
4.55856465340146774E-07 
-4.49088893169295706E-05 
6.10400896534260524E-05 
-4.08167770848261033E-05 
4.22254798118585015E-05 
9.58485779493907595E-05 
-6.75010375650329558E-05 
5.62236873932973666E-05 
-2.18158056468385456E-05 
1.58366292378859264E-05 
-3.74355856680212178E-05 
-4.62496138992430627E-06 
3.94098756722188404E-05 
1.91054906940582392E-05 
-1.12571846910954111E-06 
-2.04939393687610084E-05 
-3.71560209199765585E-06 
9.53639976019604393E-06 
8.68001167389333622E-06 
-2.84785935427444480E-05 
3.01170665049636656E-05 
1.34484771631846637E-05 
3.85453016911073084E-05 
-5.40098532564897935E-06 
-3.73995968684447773E-05 
3.32579063339966601E-05 
2.67413141881428185E-05 
3.95149031854286835E-05 
-2.22094324562000612E-04 
1.63543825032589252E-03 
-2.45287136800350519E-04 
2.74315651446777677E-07 
2.26838049474064825E-05 
-7.22888670294664633E-06 
-4.64895029341736774E-06 
3.75380089852049738E-05 
7.57459754053157018E-06 
1.88117460332842484E-05 
2.35582668445685199E-05 
-4.03890291143432680E-06 
-1.21225913851847228E-05 
9.77449620309655759E-06 
-2.08892828580635846E-06 
-1.27495804229376242E-05 
-6.81530244836549914E-06 
-1.30418144822740643E-05 
1.45631095688495066E-05 
4.84880989388461522E-06 
-3.37554931085480284E-06 
-8.01105493222191653E-06 
1.05098883473539913E-05 
-9.97891359362774114E-06 
-2.44346952240417812E-05 
5.10800060994635692E-06 
-6.05499126368821068E-06 
2.61707373572619059E-06 
-7.34287219367403204E-07 
9.18578472534148278E-06 
-3.90389977386516616E-06 
4.23905670865677905E-06 
-3.02475977638585283E-08 
7.76734807226680484E-07 
1.90886596951417331E-06 
1.28387130169337405E-06 
2.55578015411639022E-07 
-1.96957975398423862E-06 
-6.33921131346142106E-07 
3.02175575284767460E-06 
-3.34438467264631409E-06 
-8.49892945460306329E-07 
1.24919570548493359E-06 
3.93310150088965109E-08 
-4.00779679052666411E-07 
2.39616864462849231E-06 
1.65503935651296323E-06 
-1.21154871877674285E-06 
-1.07762983429397155E-06 
-7.02917595122508871E-07 
1.59828205422293391E-06 
-6.32135743187400756E-07 
1.99383554395362532E-07 
1.32716308354701546E-07 
-2.23905838865179187E-08 
2.61646913561716717E-07 
-1.12267090605663409E-06 
6.56723915990332880E-05 
-3.28685061403579759E-04 
-1.25234487550999790E-03 
-9.59146994252918435E-05 
3.29983585239495159E-04 
-7.38339958671318185E-04 
-2.81208644062939830E-04 
-3.24512356801447978E-05 
3.29035597997305541E-03 
1.19256057510359545E-03 
1.50808951545760230E-05 
2.52188399785601554E-05 
-3.02468509793750581E-04 
1.34775074293858700E-04 
-1.59435637358993840E-03 
3.08895334834749340E-03 
1.95639125436867980E-03 
-5.54072137361745140E-03 
-6.74347540351795307E-03 
1.24729951998163099E-02 
8.00769126345881894E-04 
1.99346918468584246E-02 
8.94747788802280342E-03 
-4.78690486071204832E-03 
1.09658351281574570E-02 
-2.58333429070305761E-03 
-8.31927628235333105E-04 
1.55314262523656042E-03 
-7.52219475183972097E-03 
-1.00997917800479779E-03 
4.87394272182993180E-03 
9.54080712795168538E-05 
1.49324301320403964E-03 
1.66446035757466778E-03 
1.78317634775636996E-04 
-1.27306383489610045E-03 
-4.18809016516486637E-03 
1.68947963620976155E-03 
8.55559032319264980E-04 
2.74314856892492968E-03 
-4.49124559997132966E-05 
8.37998956579746684E-04 
1.60337994660286352E-04 
-5.76613170212000436E-04 
-3.66220750305711713E-04 
-6.76818490033433682E-04 
-9.34908677001726734E-05 
6.06865860491646197E-04 
6.86164080156080434E-05 
-5.22902247787059102E-04 
1.71393080199077323E-04 
-8.44563428351043327E-05 
1.52049838467010351E-05 
-2.33561988658108447E-04 
2.81351949402220601E-05 
2.02497576205061742E-04 
-2.87740890842668282E-05 
2.21399833341669487E-04 
-1.61509741454533148E-05 
2.43522485111939187E-06 
-8.12978860798366310E-06 
3.12897303694292746E-05 
-2.08218523115657187E-04 
4.28994489793394217E-05 
1.02725909999444115E-04 
1.66252728151492722E-04 
-4.63965171772512955E-05 
9.70517825308357196E-05 
-9.88124192687312938E-05 
-4.54704833453124132E-05 
-9.23646752519768097E-05 
6.43949875118290303E-05 
-1.06334944751141646E-04 
-6.64335108283122325E-05 
7.33953820112412142E-05 
-3.83600122605987849E-05 
-1.74993134939336082E-05 
6.81793266221969206E-06 
-2.94867316790028726E-05 
-1.58929303796340795E-04 
3.26792807325026503E-05 
1.32505685576515936E-05 
-6.03870702770806871E-05 
-2.70928392475964609E-05 
2.72990264734869978E-05 
-2.96956627915046761E-05 
-9.15076997290134432E-06 
-3.19770491334228160E-06 
-3.77355901924079565E-05 
-8.86405085998449635E-06 
-4.26888946455703747E-06 
-1.18853599166292053E-05 
-8.18439196503948816E-06 
6.96081533895138896E-06 
3.04442538939259014E-05 
5.34989606389959984E-06 
-2.49857064238355002E-05 
-1.57210308501133413E-05 
-6.52188610742263119E-06 
-8.37952460974654752E-06 
2.71838947224094430E-05 
-1.24479759243084153E-05 
-6.96042775228314093E-05 
-2.45287136800350519E-04 
1.76295827145238554E-03 
-2.77570186418995624E-04 
1.63014377398775305E-05 
2.14631677728984294E-05 
3.41015648254588762E-05 
-7.43694846319394263E-06 
2.17291359491803679E-05 
-6.98045774154824910E-06 
-9.46391592734758886E-07 
-8.00310625158388733E-06 
4.64277370103334095E-06 
6.32577293324245686E-06 
-6.62016411019929604E-06 
-1.20941603213723224E-05 
2.77089280671641027E-06 
5.25231575320010937E-06 
-1.92047895492002746E-06 
6.17832505762959487E-06 
-9.63152196639505392E-07 
2.15956234103529726E-06 
6.46070914545412260E-06 
5.06396917017804537E-06 
3.38837648253225888E-05 
-2.35489209525329495E-05 
-2.10692851199081870E-05 
1.75977075755186079E-06 
-2.91797513422313946E-06 
-1.94847301881311501E-06 
-2.43584116924214320E-06 
5.49407394095810053E-06 
9.97346643919425325E-07 
1.19871922502538115E-06 
-2.13802900772107151E-06 
-8.53336280483078566E-06 
2.57088531847596192E-06 
-3.94796074334959902E-06 
-1.48125746423745289E-08 
3.32562226597360355E-06 
2.13737147408359679E-06 
-5.37945073708785027E-06 
3.03921757455804697E-06 
1.69867928672331528E-06 
2.80478665731664972E-06 
-4.35697986542589672E-06 
-4.33618672575433303E-07 
1.03806979358755125E-06 
-2.08069826278939456E-06 
3.82684569722284727E-07 
-3.86981932798488333E-07 
-3.99807607213803642E-07 
9.21633969241560449E-09 
-4.03221582380897007E-07 
-1.08612212676194893E-07 
-4.01335844178740632E-08 
1.21266895983228356E-05 
8.13374309246218838E-05 
1.84203994359075268E-05 
7.17950276416094084E-04 
2.07216113693765424E-04 
5.57990429569080355E-04 
-1.92524148053161516E-04 
1.71937962940218222E-04 
3.23643089843671586E-03 
-1.68681018680724303E-03 
-9.76757762195325490E-04 
7.05801606473179010E-04 
1.47513483284151571E-03 
-4.60768593799038874E-03 
6.56325382578404250E-03 
3.46464030911411381E-03 
2.17844505409494748E-03 
-2.32391001590135293E-03 
2.46557633863602431E-03 
8.33908468048660811E-03 
-9.88861618583775949E-03 
2.34169218934719920E-03 
-8.78279427673350592E-03 
4.88127411078398063E-03 
1.15929440283326982E-02 
6.74450461567878846E-03 
5.03665475574019156E-03 
-1.64529169633658811E-03 
-3.68307038560048653E-03 
2.82116373206046673E-03 
-1.35146130411097835E-03 
2.13369557580582139E-04 
1.12999077953884601E-03 
1.46304661545639068E-03 
1.83433380241286234E-03 
1.80463927902931097E-03 
-2.51697833208210401E-03 
3.22333239540801642E-04 
3.19512453767644084E-03 
-3.89423334302924822E-03 
-5.37037889772362101E-04 
-2.11575228030842300E-03 
-8.65357822654278007E-04 
7.18166190742098828E-06 
-4.86725664784984087E-04 
6.51795788401704208E-04 
-2.08978455283146596E-04 
-2.71179095833668231E-04 
-5.39315638312909442E-05 
1.20926723072481082E-04 
6.10705213726471107E-04 
-9.68604684206461885E-06 
-2.80728151702836382E-04 
-3.32357201824052617E-04 
4.71658571296778943E-04 
9.67061178102576079E-05 
-2.73020118436608724E-05 
-1.55358838081815805E-04 
1.37884818974467192E-04 
8.28572183464393547E-05 
4.32466115903702247E-05 
1.43585170772162743E-04 
6.55855997533949948E-05 
1.32042072181253942E-04 
-4.96089731234048112E-05 
1.97528915623808581E-04 
4.79314039186746379E-06 
1.27532020616322775E-04 
3.71322716136169632E-05 
8.82750381314069719E-05 
6.40368110651336555E-05 
-2.18960921089113236E-05 
1.86121943178832591E-04 
7.88010818192857554E-05 
6.63696253160252252E-05 
-3.23514862921037556E-05 
1.14085844598617620E-05 
-1.29958203701012822E-04 
-4.77571139000134006E-05 
8.17088634761759208E-05 
9.58823481119531915E-06 
-9.82246449505212932E-05 
-5.45809921383888777E-06 
8.95113262333964888E-05 
-1.62946744259619905E-05 
3.79760798407996586E-05 
1.78595570316023791E-05 
-1.67754003576383599E-06 
-8.01120277529075683E-06 
-1.26610272933635544E-05 
-1.07079290771235990E-05 
-6.68776615374091590E-06 
5.82025525649104395E-06 
1.24142167266383465E-05 
1.49993157298998237E-05 
3.11347876247047975E-07 
2.64211435579246827E-05 
-2.33281737720972883E-05 
-4.17704883866035806E-05 
4.51968776931541502E-05 
3.46063142274086064E-05 
6.37285836184102287E-06 
3.16830944610717040E-05 
2.11664079468026579E-05 
2.74315651446777888E-07 
-2.77570186418995624E-04 
1.96849463523258343E-03 
-2.24077205311823657E-04 
8.68135935202549436E-06 
2.25989114999309291E-05 
1.36348897556556449E-05 
-3.01262931555987385E-06 
-1.53335467208097888E-05 
1.01581832022723713E-05 
3.98144229564717755E-05 
-5.64232118786114796E-06 
-4.68782730801582659E-06 
-4.37740574558232985E-06 
4.20141939026819235E-05 
-4.81348312130792424E-06 
1.02908065396867641E-05 
1.73097109920908008E-05 
-4.28162516412357874E-06 
-1.35021628317634745E-05 
4.45736848108238263E-06 
2.51920237098667933E-06 
-4.24459199947573465E-06 
1.07241509275391925E-06 
1.34643395437186337E-05 
-5.92852871658665296E-06 
-1.20970602712526726E-06 
2.79182184101919845E-06 
-9.44322615701519956E-06 
-4.59671328320612227E-07 
-2.28124221956010754E-06 
5.99954876174236055E-08 
7.90863770424273206E-06 
-2.25640998789765378E-06 
-6.15720100338071382E-06 
9.83196082458696104E-06 
2.45286673839779938E-06 
5.82418484624784052E-07 
1.24294533910985088E-06 
1.72953025379013634E-06 
3.61809375476375662E-06 
-3.87497910080071311E-06 
1.09467141098990763E-06 
4.71519863512915569E-07 
5.54823629870607274E-07 
3.22291745620327975E-06 
-2.51106946990845732E-06 
1.22873231147225622E-06 
-1.20676940199408220E-06 
-9.53687570234794024E-07 
-9.34103417615973146E-07 
-2.52757865195813608E-08 
-2.97459072739891359E-08 
-3.26807218470190311E-08 
-5.09617037878847642E-07 
-2.50541690497053045E-06 
-6.11293699398680494E-05 
5.69965614556960099E-05 
-1.33121861879431202E-04 
2.53430720016806178E-04 
-4.98482255443120068E-04 
3.07813206121287941E-04 
-1.31838095496961014E-04 
-4.76511864069462945E-04 
1.50740064267210108E-05 
-8.68724657920297533E-04 
2.01647817280211196E-03 
